age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,Days in jail,c_days_from_compas,is_recid,r_days_from_arrest,violent_recid,is_violent_recid,decile_score.1,v_decile_score,priors_count.1,start,end,event,two_year_recid,High,Low,Language_Spanish,sex_Male,race_White,c_charge_degree_M,age_cat_young,age_cat_old
63,0,1,0,0,1,0,0,12,0,0,0,0,1,1,1,0,892,0,0,0,1,0,1,1,0,0,1
32,0,5,0,0,4,0,108,0,0,0,0,0,5,2,4,108,892,0,0,0,1,0,1,0,0,1,0
52,0,1,0,0,1,-1,25,1,0,0,0,0,1,1,1,24,892,0,0,0,1,0,1,1,0,0,1
21,1,6,1,0,2,-32,22,32,0,0,0,0,6,8,2,0,892,0,0,1,0,0,1,0,0,1,0
21,0,9,0,0,4,-1,220,0,1,1,0,0,9,6,4,219,273,1,1,0,0,0,1,0,0,1,0
64,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,892,0,0,0,1,0,0,0,0,0,1
40,0,3,0,0,11,-1,0,1,1,0,0,1,3,2,11,0,169,1,1,0,1,0,1,0,1,0,1
37,2,3,0,0,11,-1,1,1,0,0,0,0,3,1,11,0,892,0,0,0,1,0,1,0,0,1,0
33,0,2,0,0,4,-9,8,9,0,0,0,0,2,2,4,0,892,0,0,0,1,0,1,0,0,1,0
33,0,1,0,0,1,0,0,219,0,0,0,0,1,1,1,0,892,0,0,0,1,0,1,0,1,1,0
33,0,2,0,0,2,0,0,0,0,0,0,0,2,1,2,0,892,0,0,0,1,0,0,0,0,1,0
39,0,1,0,0,2,-26,3,26,0,0,0,0,1,1,2,0,892,0,0,0,1,0,1,1,1,1,0
41,0,6,0,0,1,-6,6,7,0,0,0,0,6,4,1,0,36,0,0,0,1,0,1,1,0,0,1
46,0,3,0,0,2,-1,1,1,0,0,0,0,3,4,2,0,891,0,0,0,1,0,1,0,0,0,1
34,0,1,0,0,3,-1,1,1,0,0,0,0,1,1,3,0,891,0,0,0,1,0,1,1,0,1,0
29,0,2,0,0,2,29,25,57,1,0,0,0,2,2,2,0,29,0,1,0,1,0,1,1,1,1,0
44,0,1,0,0,8,-60,10,60,1,0,0,0,1,2,8,0,290,1,1,0,1,0,1,0,0,0,1
26,0,5,1,0,6,-8,2,8,0,0,0,0,5,4,6,0,632,0,0,0,1,0,1,0,1,1,0
61,0,2,0,0,14,-1,1,1,1,0,0,0,2,2,14,0,779,1,0,0,1,0,1,0,1,0,1
40,0,2,0,0,3,-1,1,1,0,0,0,0,2,1,3,0,891,0,0,0,1,0,0,0,0,0,1
61,0,4,0,0,30,-56,50,56,0,0,0,0,4,2,30,0,891,0,0,0,1,0,1,0,0,0,1
56,0,3,0,0,2,-1,16,2,0,0,0,0,3,1,2,15,197,0,0,0,1,0,1,1,1,0,1
36,0,9,0,0,13,-1,2,1,1,0,0,0,9,5,13,1,261,1,1,0,0,0,1,0,0,1,0
36,0,6,0,0,0,-1,1,1,0,0,0,0,6,1,0,0,891,0,0,0,1,0,1,0,0,1,0
24,0,6,0,0,1,-1,4,1,1,0,0,0,6,4,1,3,715,1,1,0,1,0,1,1,0,1,0
26,0,2,0,0,2,0,0,1,1,0,0,0,2,3,2,0,145,1,1,0,1,0,1,1,0,1,0
43,0,6,0,0,12,-1,52,1,0,0,0,0,6,3,12,51,891,0,0,0,1,0,1,1,0,0,1
51,0,4,0,0,17,0,0,1,0,0,0,0,4,1,17,0,891,0,0,0,1,0,1,0,1,0,1
53,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,369,0,0,0,1,0,0,1,0,0,1
44,0,6,0,0,6,-1,2,1,0,0,0,0,6,2,6,1,891,0,0,0,1,0,1,0,0,0,1
29,0,6,0,0,1,-1,99,1,1,0,0,0,6,5,1,98,529,1,1,0,0,0,1,0,1,1,0
22,0,6,0,0,1,-97,96,97,0,0,0,0,6,6,1,0,201,0,0,0,0,0,0,0,0,1,0
21,0,7,0,0,0,-1,3,1,1,0,0,0,7,7,0,2,64,0,1,0,0,0,1,0,0,1,0
20,0,4,0,5,0,-1,1,1,0,0,5,0,4,7,0,0,890,0,0,0,0,0,1,1,1,1,0
59,0,1,0,0,1,0,0,9,0,0,0,0,1,1,1,0,890,0,0,0,1,0,1,0,0,0,1
30,0,2,0,0,0,-1,1,1,0,0,0,0,2,2,0,0,890,0,0,0,1,0,1,0,0,1,0
26,0,8,0,0,4,-1,1,1,1,0,0,0,8,4,4,0,2,1,1,0,1,0,1,0,0,1,0
20,0,4,0,1,1,-1,1,1,1,0,1,0,4,7,1,0,25,0,1,0,0,0,1,0,0,1,0
65,0,5,0,0,7,-1,1,1,0,0,0,0,5,1,7,0,607,0,0,0,1,0,1,0,1,0,1
28,0,5,0,0,10,-20,20,20,1,0,0,0,5,3,10,0,47,1,1,0,1,0,1,0,0,1,0
42,0,1,0,0,1,-1,1,1,0,0,0,0,1,1,1,0,21,0,0,0,1,0,1,0,0,0,1
54,0,3,0,0,1,102,100,1,1,1,0,0,3,1,1,0,101,1,1,0,1,0,1,1,0,0,1
29,0,7,1,0,6,-55,0,55,0,0,0,0,7,5,6,0,301,0,0,0,0,0,1,0,0,1,0
31,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,890,0,0,0,1,0,1,1,0,1,0
46,0,4,0,0,9,-1,5,1,0,0,0,0,4,2,9,4,890,0,0,0,1,0,1,0,0,0,1
63,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,890,0,0,0,1,0,1,0,1,0,1
44,0,1,0,0,6,-1,3,1,1,0,0,0,1,1,6,2,692,1,1,0,1,0,1,0,0,0,1
49,0,6,0,0,7,0,13,1,1,0,0,0,6,3,7,13,381,1,1,0,1,0,1,0,0,0,1
32,2,10,0,0,26,-32,1,32,1,0,0,0,10,8,26,0,64,0,1,1,0,0,1,0,0,1,0
24,0,10,0,0,0,-1,0,2,0,0,0,0,10,6,0,0,111,0,0,0,0,0,0,1,1,1,0
55,0,5,0,0,1,-43,43,43,0,0,0,0,5,5,1,0,889,0,0,0,0,0,1,0,0,0,1
46,0,1,0,0,1,-30,30,30,0,0,0,0,1,1,1,0,820,0,0,0,1,0,0,1,0,0,1
25,0,7,0,2,6,-1,1,1,1,0,2,0,7,5,6,0,244,1,1,0,0,0,1,0,1,1,0
30,0,6,0,0,0,0,0,0,0,0,0,0,6,5,0,0,889,0,0,0,0,0,1,0,0,1,0
22,0,5,0,0,0,-1,1,1,0,0,0,0,5,5,0,0,889,0,0,0,0,0,0,1,1,1,0
52,0,5,0,0,6,-1,2,1,1,0,0,0,5,3,6,1,162,1,1,0,1,0,1,1,0,0,1
45,0,9,0,0,3,6,36,35,0,0,0,0,9,1,3,0,6,0,0,0,1,0,1,0,0,0,1
29,0,6,0,0,2,-1,2,1,0,0,0,0,6,5,2,1,531,0,0,0,0,0,1,0,0,1,0
23,0,5,0,0,1,-58,2,58,0,0,0,0,5,6,1,0,117,0,0,0,0,0,1,0,0,1,0
25,2,10,3,0,8,-230,185,46,0,0,0,0,10,9,8,0,529,0,0,1,0,0,1,0,0,1,0
30,0,1,0,0,2,-83,83,83,0,0,0,0,1,2,2,0,889,0,0,0,1,0,1,0,0,1,0
57,0,1,0,0,1,0,20,0,0,0,0,0,1,1,1,20,889,0,0,0,1,0,1,0,0,0,1
35,0,5,0,0,4,0,0,722,0,0,0,0,5,2,4,0,889,0,0,0,1,0,1,0,1,1,0
38,0,10,0,1,25,-172,8,172,1,1,1,0,10,7,25,0,415,1,1,1,0,0,1,1,1,1,0
27,0,5,0,0,1,0,0,1,1,0,0,0,5,4,1,0,351,1,1,0,1,0,0,0,0,1,0
20,0,8,0,0,2,-1,33,1,1,0,0,0,8,7,2,32,238,1,1,0,0,0,1,0,0,1,0
24,2,8,0,0,7,-1,3,1,1,0,0,0,8,7,7,2,31,1,1,0,0,0,1,0,1,1,0
48,0,1,0,0,1,-1,1,9485,0,0,0,0,1,1,1,0,888,0,0,0,1,0,0,0,0,0,1
44,0,1,0,0,0,-1,1,1,1,0,0,0,1,1,0,0,363,1,1,0,1,0,0,1,0,0,1
29,0,2,0,0,5,0,0,0,0,0,0,0,2,3,5,0,888,0,0,0,1,0,1,1,0,1,0
31,0,4,0,0,7,-1,1,1,0,0,0,0,4,2,7,0,887,0,0,0,1,0,1,0,1,1,0
44,0,3,0,0,0,-1,1,1,0,0,0,0,3,1,0,0,887,0,0,0,1,0,1,0,0,0,1
21,0,7,0,0,0,0,0,1,0,0,0,0,7,6,0,0,129,0,0,0,0,0,1,0,0,1,0
30,0,3,0,0,0,-1,2,1,0,0,0,0,3,2,0,1,887,0,0,0,1,0,1,1,0,1,0
29,0,2,0,0,0,-1,2,1,0,0,0,0,2,2,0,1,887,0,0,0,1,0,0,1,1,1,0
21,0,4,0,0,0,0,0,1,1,0,0,0,4,6,0,0,15,1,1,0,0,0,1,0,0,1,0
24,0,2,0,0,0,-1,6,1,0,0,0,0,2,3,0,5,887,0,0,0,1,0,1,0,0,1,0
35,0,7,0,0,0,-1,1,1,1,0,0,0,7,3,0,0,3,1,1,0,1,0,1,0,0,1,0
26,0,2,0,0,0,-1,1,1,0,0,0,0,2,2,0,0,887,0,0,0,1,0,0,0,1,1,0
37,0,5,0,0,1,-159,155,159,1,191,0,0,5,3,1,0,161,1,1,0,1,0,1,0,0,1,0
40,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,886,0,0,0,1,0,1,0,0,0,1
20,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,886,0,0,0,0,0,1,0,0,1,0
28,0,2,0,0,0,-1,1,1,0,0,0,0,2,2,0,0,886,0,0,0,1,0,0,1,1,1,0
22,0,6,0,0,0,-1,1,1,1,119,0,0,6,6,0,0,469,1,1,0,0,0,1,0,0,1,0
21,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,886,0,0,0,0,0,1,0,1,1,0
25,0,5,0,0,0,0,1,0,0,0,0,0,5,3,0,1,394,0,0,0,1,0,0,1,0,1,0
41,0,2,0,0,2,-132,129,132,0,0,0,0,2,2,2,0,730,0,0,0,1,0,1,0,0,0,1
44,0,1,0,0,0,-1,2,1,0,0,0,0,1,1,0,1,492,0,0,0,1,0,1,0,1,0,1
28,0,6,0,0,1,-1,1,1,0,0,0,0,6,4,1,0,886,0,0,0,1,0,1,0,0,1,0
65,0,2,0,0,2,-18,5,18,1,1,0,1,2,1,2,0,511,1,1,0,1,0,1,0,1,0,1
31,0,1,0,0,0,-1,2,1,0,0,0,0,1,1,0,1,886,0,0,0,1,0,0,0,0,1,0
50,0,2,0,0,1,0,9,0,0,0,0,0,2,3,1,9,886,0,0,0,1,0,1,1,0,0,1
23,0,7,0,0,0,-1,2,1,0,0,0,0,7,6,0,1,885,0,0,0,0,0,0,0,0,1,0
21,0,7,0,0,0,-1,1,1,1,0,0,0,7,7,0,0,811,1,0,0,0,0,1,0,0,1,0
37,0,1,0,0,1,-1,1,1,1,1,0,0,1,1,1,0,479,1,1,0,1,0,1,1,1,1,0
46,0,6,0,0,4,-56,56,56,0,0,0,0,6,3,4,0,218,0,0,0,1,0,0,0,0,0,1
27,0,4,0,0,0,0,0,0,1,0,0,0,4,2,0,0,358,1,1,0,1,0,1,1,1,1,0
47,0,7,0,0,22,-1,1,1,1,0,0,0,7,2,22,0,99,0,1,0,1,0,1,0,0,0,1
30,0,1,0,0,0,-1,2,1,0,0,0,0,1,1,0,1,885,0,0,0,1,0,1,0,0,1,0
22,0,9,1,0,3,-2,1,2,0,0,0,0,9,6,3,0,885,0,0,0,0,0,0,0,1,1,0
36,0,5,0,0,16,0,0,0,1,0,0,0,5,3,16,0,189,1,1,0,1,0,1,0,0,1,0
30,0,2,0,0,1,-1,1,1,0,0,0,0,2,2,1,0,97,0,0,0,1,0,0,0,0,1,0
38,1,6,5,0,8,0,16,1,0,0,0,0,6,4,8,16,885,0,0,0,1,0,1,0,1,1,0
52,0,7,0,0,17,0,29,0,1,0,0,0,7,1,17,29,151,1,1,0,0,0,1,0,0,0,1
30,0,7,0,0,7,-18,18,17,0,0,0,0,7,3,7,0,885,0,0,0,1,0,0,1,1,1,0
42,0,3,0,0,1,-1,1,1,1,0,0,1,3,2,1,0,142,1,1,0,1,0,1,1,1,0,1
34,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,107,1,1,0,1,0,1,1,1,1,0
49,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,45,0,0,0,1,0,1,0,1,0,1
28,0,8,0,0,0,0,29,1,0,0,0,0,8,6,0,29,885,0,0,0,0,0,0,0,0,1,0
47,0,1,0,0,1,-43,43,42,0,0,0,0,1,1,1,0,885,0,0,0,1,0,1,1,0,0,1
23,0,6,0,0,2,-19,19,19,1,0,0,0,6,4,2,0,282,1,1,0,1,0,1,0,1,1,0
27,0,7,0,0,2,-1,246,1,1,1,0,0,7,7,2,580,324,0,1,0,0,0,1,0,0,1,0
49,0,2,0,0,4,-1,4,1,0,0,0,0,2,1,4,3,884,0,0,0,1,0,0,1,1,0,1
43,0,4,0,0,18,-1,9,1,1,0,0,0,4,3,18,8,191,1,1,0,1,0,1,0,0,0,1
52,0,1,0,0,3,-1,1,1,0,0,0,0,1,2,3,0,411,0,0,0,1,0,1,0,0,0,1
42,1,9,0,0,7,0,2,0,1,0,0,0,9,7,7,2,342,0,1,0,1,0,1,0,0,0,1
42,0,1,0,0,1,-10,0,10,0,0,0,0,1,1,1,0,884,0,0,0,1,0,0,0,0,0,1
35,0,2,0,0,6,-1,1,1,1,1,0,1,2,1,6,0,576,1,1,0,1,0,0,0,0,1,0
23,0,5,0,0,0,-1,2,1,0,0,0,0,5,6,0,1,884,0,0,0,0,0,1,0,0,1,0
22,0,4,0,0,0,0,0,1,0,0,0,0,4,5,0,0,884,0,0,0,0,0,1,0,0,1,0
47,0,1,0,0,1,-20,14,490,1,0,0,0,1,1,1,0,216,1,1,0,1,0,0,1,0,0,1
25,0,8,0,0,4,-1,1,1,1,0,0,0,8,3,4,0,175,1,1,0,1,0,1,0,0,1,0
34,0,4,0,0,2,-1,1,1,0,0,0,0,4,1,2,0,625,0,0,0,1,0,1,0,0,1,0
20,9,4,0,0,9,-70,65,23,1,0,0,0,4,7,9,0,180,1,1,0,0,0,1,0,0,1,0
36,0,3,0,0,5,17,11,795,0,0,0,0,3,2,5,0,17,0,0,0,1,0,1,0,0,1,0
27,0,10,0,0,7,0,35,0,1,0,0,0,10,10,7,35,371,0,1,1,0,0,1,0,0,1,0
28,0,7,0,0,11,0,1,0,0,0,0,0,7,7,11,1,651,0,0,0,0,0,1,0,1,1,0
37,0,9,0,0,0,-1,1,1,0,0,0,0,9,3,0,0,825,0,0,0,1,0,1,0,0,1,0
27,0,4,0,0,0,0,9,0,0,0,0,0,4,3,0,9,884,0,0,0,1,0,1,1,0,1,0
39,0,3,0,0,3,-1,3,1,1,0,0,0,3,2,3,2,206,1,1,0,1,0,1,0,0,1,0
56,0,2,0,0,1,-1,1,1,0,0,0,0,2,1,1,0,884,0,0,0,1,0,1,0,0,0,1
64,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,884,0,0,0,1,0,1,1,1,0,1
36,0,2,0,0,3,-1,2,1,1,0,0,1,2,2,3,1,34,1,1,0,1,0,1,0,1,1,0
49,0,1,0,0,1,0,0,1124,0,0,0,0,1,1,1,0,884,0,0,0,1,0,0,0,0,0,1
25,0,5,0,0,1,0,0,1,0,0,0,0,5,6,1,0,884,0,0,0,0,0,1,0,0,1,0
34,0,7,0,0,8,-104,69,104,0,0,0,0,7,4,8,0,735,0,0,0,1,0,1,1,0,1,0
25,0,7,0,0,5,118,85,120,0,0,0,0,7,7,5,0,118,0,0,0,0,0,1,0,0,1,0
22,0,3,0,1,1,-22,0,22,0,0,1,0,3,4,1,0,883,0,0,0,1,0,0,1,1,1,0
27,0,3,0,0,3,-1,38,1,0,0,0,0,3,3,3,37,348,0,0,0,1,0,1,0,1,1,0
51,0,2,0,0,0,-1,1,1,0,0,0,0,2,2,0,0,883,0,0,0,1,0,1,1,1,0,1
49,0,1,0,0,1,-26,1,26,0,0,0,0,1,1,1,0,883,0,0,0,1,0,1,1,1,0,1
52,0,3,0,0,19,0,0,349,0,0,0,0,3,1,19,0,883,0,0,0,1,0,1,0,0,0,1
21,0,4,0,0,0,-1,1,1,1,0,0,0,4,6,0,0,155,1,1,0,0,0,1,0,0,1,0
28,0,5,0,0,2,-1,1,2147,0,0,0,0,5,4,2,0,883,0,0,0,1,0,1,0,1,1,0
41,0,7,0,1,7,0,1,1,1,0,1,1,7,3,7,1,105,1,1,0,1,0,1,0,1,0,1
56,0,2,0,0,3,-27,1,27,1,0,0,0,2,1,3,0,270,1,1,0,1,0,1,0,1,0,1
21,0,5,0,0,1,-1,11,1,1,99,0,1,5,8,1,0,4,1,1,1,0,0,1,0,0,1,0
22,0,4,0,0,1,0,0,0,1,0,0,0,4,5,1,0,246,1,1,0,0,0,1,0,0,1,0
22,0,6,0,0,1,-1,6,1,1,0,0,0,6,6,1,5,6,1,1,0,0,0,1,0,0,1,0
31,0,2,0,0,6,-1,1,2,1,0,0,0,2,2,6,0,190,1,1,0,1,0,1,0,1,1,0
29,0,2,0,0,12,0,0,0,1,0,0,0,2,4,12,0,65,1,1,0,1,0,1,0,0,1,0
56,0,5,0,0,5,-38,21,38,1,0,0,0,5,2,5,0,97,1,1,0,1,0,1,1,0,0,1
31,0,6,0,0,0,-5,4,5,0,0,0,0,6,4,0,0,882,0,0,0,1,0,0,0,1,1,0
38,0,1,0,0,0,-7,7,7,0,0,0,0,1,1,0,0,882,0,0,0,1,0,1,1,0,1,0
21,0,5,0,0,0,-1,2,1,1,0,0,0,5,7,0,1,235,0,1,0,0,0,1,0,0,1,0
53,0,10,0,0,4,0,0,490,0,0,0,0,10,5,4,0,882,0,0,0,0,0,1,0,0,0,1
22,0,3,0,0,0,0,1,0,1,0,0,0,3,5,0,1,265,1,1,0,0,0,1,0,1,1,0
31,0,6,0,3,9,-1,470,1,1,1,3,0,6,4,9,469,539,1,1,0,1,0,1,1,0,1,0
32,0,2,0,0,1,-1,99,1,0,0,0,0,2,2,1,98,882,0,0,0,1,0,1,0,0,1,0
24,0,5,0,0,0,0,0,0,1,0,0,0,5,6,0,0,142,0,1,0,0,0,0,0,1,1,0
35,0,1,0,0,0,-1,1,2,0,0,0,0,1,1,0,0,882,0,0,0,1,0,1,0,1,1,0
44,0,1,0,0,0,-1,1,1,1,0,0,0,1,1,0,0,848,1,0,0,1,0,0,1,1,0,1
28,2,10,1,0,11,-1,26,1,0,0,0,0,10,5,11,25,881,0,0,0,0,0,1,0,0,1,0
32,0,2,0,0,0,-1,2,1,0,0,0,0,2,2,0,1,881,0,0,0,1,0,0,0,1,1,0
29,0,7,0,0,2,-1,9,1,1,1,0,0,7,4,2,8,88,1,1,0,1,0,0,1,0,1,0
37,0,1,0,0,0,-1,1,1,1,0,0,1,1,1,0,0,827,1,0,0,1,0,1,0,1,1,0
43,0,4,0,0,6,-1,10,1,1,0,0,0,4,1,6,9,17,1,1,0,1,0,1,1,0,0,1
28,0,5,0,0,3,-1,1,1,1,0,0,0,5,3,3,0,97,0,1,0,1,0,1,0,0,1,0
53,0,2,0,0,8,-1,4,1,1,0,0,0,2,2,8,3,512,1,1,0,1,0,1,1,1,0,1
41,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,880,0,0,0,1,0,1,1,0,0,1
38,0,1,0,0,0,-1,1,2,0,0,0,0,1,1,0,0,880,0,0,0,1,0,0,0,0,1,0
25,0,4,0,0,4,0,1,0,0,0,0,0,4,4,4,1,880,0,0,0,1,0,1,0,0,1,0
30,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,880,0,0,0,1,0,1,0,1,1,0
52,0,1,0,0,2,-1,1,1,1,0,0,0,1,1,2,0,123,1,1,0,1,0,0,0,0,0,1
29,0,8,0,0,11,-1,1,1,0,0,0,0,8,5,11,0,880,0,0,0,0,0,0,0,0,1,0
28,0,1,0,0,2,-1,2,1,0,0,0,0,1,2,2,1,880,0,0,0,1,0,1,0,1,1,0
56,0,2,0,0,1,0,1,0,0,0,0,0,2,1,1,1,880,0,0,0,1,0,1,1,0,0,1
43,0,6,0,0,0,-1,30,1,0,0,0,0,6,1,0,29,880,0,0,0,1,0,0,1,1,0,1
25,0,7,0,0,4,0,0,0,1,0,0,0,7,4,4,0,259,1,1,0,1,0,0,0,0,1,0
30,0,2,0,0,0,-2,1,2,0,0,0,0,2,2,0,0,879,0,0,0,1,0,0,0,1,1,0
23,0,7,0,0,6,-1,5,1,1,0,0,0,7,7,6,4,509,0,1,0,0,0,1,0,1,1,0
23,0,4,0,0,1,0,1,0,0,0,0,0,4,5,1,1,879,0,0,0,0,0,1,0,0,1,0
29,0,3,0,0,3,0,0,0,0,0,0,0,3,2,3,0,175,0,0,0,1,0,0,1,0,1,0
37,0,2,0,0,2,-1,2,222,0,0,0,0,2,1,2,1,823,0,0,0,1,0,0,0,1,1,0
27,0,2,0,0,1,-3,3,3,0,0,0,0,2,3,1,0,590,0,0,0,1,0,1,0,0,1,0
41,0,4,0,0,9,2,1,5,1,0,0,0,4,1,9,0,2,1,1,0,1,0,0,1,1,0,1
26,1,10,1,0,18,-1,198,1,1,0,0,0,10,7,18,567,582,1,1,0,0,0,1,0,0,1,0
26,0,5,0,0,6,-105,0,0,1,0,0,0,5,4,6,0,250,1,1,0,1,0,1,0,1,1,0
49,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,879,0,0,0,1,0,1,1,0,0,1
53,0,1,0,0,0,0,4,0,0,0,0,0,1,1,0,4,879,0,0,0,1,0,1,1,1,0,1
21,0,7,0,0,0,-1,2,1,0,0,0,0,7,5,0,1,879,0,0,0,0,0,0,1,0,1,0
21,0,3,0,0,1,428,1,308,1,0,0,1,3,5,1,0,428,1,1,0,0,0,1,1,0,1,0
20,0,10,8,1,8,-1,1,1,1,0,1,1,10,8,8,0,9,0,1,1,0,0,1,0,0,1,0
21,0,4,0,0,0,-1,4,1,1,0,0,0,4,7,0,3,10,1,1,0,0,0,1,0,0,1,0
23,0,10,0,0,5,-45,45,45,1,0,0,1,10,8,5,0,63,1,1,1,0,0,1,0,0,1,0
31,0,1,0,0,1,-14,14,15,0,0,0,0,1,2,1,0,878,0,0,0,1,0,1,0,0,1,0
33,0,4,0,0,2,-1,1,588,0,0,0,0,4,4,2,0,776,0,0,0,1,0,1,0,1,1,0
36,0,3,0,0,5,-1,4,1,0,0,0,0,3,1,5,3,878,0,0,0,1,0,1,1,0,1,0
27,0,7,0,0,3,0,1,0,0,0,0,0,7,4,3,1,878,0,0,0,1,0,1,1,1,1,0
20,0,7,0,0,0,-1,5,1,1,0,0,0,7,7,0,4,22,1,1,0,0,0,0,0,1,1,0
29,0,2,0,0,1,37,33,187,0,0,0,0,2,2,1,0,37,0,0,0,1,0,1,1,0,1,0
36,0,4,0,0,3,-1,46,1,1,0,0,1,4,3,3,45,215,1,1,0,1,0,1,0,1,1,0
41,0,6,0,0,5,0,0,1,0,0,0,0,6,3,5,0,878,0,0,0,1,0,0,0,1,0,1
39,0,3,0,0,6,-1,3,1,1,0,0,0,3,1,6,2,48,1,1,0,1,0,1,0,0,1,0
52,0,1,0,0,0,-1,2,1,0,0,0,0,1,1,0,1,878,0,0,0,1,0,1,0,0,0,1
50,0,9,0,0,11,-210,114,210,0,0,0,0,9,3,11,0,878,0,0,0,1,0,1,0,1,0,1
26,0,10,0,0,3,0,0,871,0,0,0,0,10,9,3,0,453,0,0,1,0,0,1,1,1,1,0
66,0,1,0,0,3,-64,30,64,0,0,0,0,1,1,3,0,877,0,0,0,1,0,1,1,0,0,1
31,0,9,0,0,6,-54,53,54,1,0,0,0,9,9,6,0,34,1,1,1,0,0,1,0,0,1,0
62,0,1,0,0,0,-2,1,3,0,0,0,0,1,1,0,0,877,0,0,0,1,0,1,0,1,0,1
42,0,4,0,0,5,-1,31,0,0,0,0,0,4,2,5,30,877,0,0,0,1,0,1,1,0,0,1
45,0,1,0,0,0,-6,0,6,0,0,0,0,1,1,0,0,995,0,0,0,1,0,1,0,1,0,1
30,0,9,0,0,7,-1,1,1,0,0,0,0,9,7,7,0,877,0,0,0,0,0,1,0,0,1,0
35,0,7,0,0,13,-1,4,1,0,0,0,0,7,3,13,3,877,0,0,0,1,0,1,0,0,1,0
44,0,4,0,0,7,0,1,1,0,0,0,0,4,3,7,1,622,0,0,0,1,0,1,0,0,0,1
40,0,3,0,0,4,-80,78,72,0,0,0,0,3,4,4,0,877,0,0,0,1,0,1,1,0,0,1
33,0,8,2,3,11,-57,57,57,1,32,3,0,8,7,11,0,52,1,1,0,0,0,1,0,0,1,0
40,1,9,0,0,9,-1,1,1,0,0,0,0,9,6,9,0,877,0,0,0,0,0,1,1,0,0,1
56,0,1,0,0,1,-22,3,22,0,0,0,0,1,1,1,0,877,0,0,0,1,0,1,0,0,0,1
43,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,877,0,0,0,1,0,1,0,1,0,1
30,0,3,0,0,0,0,1,0,0,0,0,0,3,3,0,1,877,0,0,0,1,0,0,0,1,1,0
21,0,9,0,4,2,-1,9,1,1,0,4,1,9,9,2,8,37,1,1,1,0,0,1,1,1,1,0
42,0,9,1,0,5,186,0,202,1,0,0,0,9,5,5,0,186,0,1,0,0,0,1,0,0,0,1
30,0,8,0,0,4,-1,16,1,1,0,0,0,8,8,4,15,152,1,1,1,0,0,1,0,1,1,0
23,0,3,0,0,1,-1,1,1,0,0,0,0,3,4,1,0,876,0,0,0,1,0,0,0,0,1,0
38,0,4,0,0,11,-268,268,268,1,76,0,0,4,2,11,0,474,1,1,0,1,0,1,1,0,1,0
28,0,5,0,0,3,-16,16,16,0,0,0,0,5,4,3,0,876,0,0,0,1,0,0,0,0,1,0
45,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,876,0,0,0,1,0,0,0,0,0,1
25,0,9,0,1,5,-1,15,1,1,18,1,1,9,8,5,14,326,1,1,1,0,0,1,1,1,1,0
21,0,6,0,0,2,-1,2,1,0,0,0,0,6,6,2,1,577,0,0,0,0,0,1,1,0,1,0
74,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,876,0,0,0,1,0,0,0,0,0,1
40,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,876,0,0,0,1,0,1,1,1,0,1
32,0,5,0,0,1,-1,20,1,1,0,0,1,5,5,1,19,415,1,1,0,0,0,1,0,0,1,0
42,0,3,0,0,1,-1,21,1,1,0,0,0,3,1,1,20,150,1,1,0,1,0,0,1,0,0,1
24,0,10,0,3,3,-1,44,1,1,0,3,1,10,9,3,43,272,1,1,1,0,0,1,0,0,1,0
20,0,4,0,0,1,-1,1,1,1,0,0,1,4,7,1,0,653,1,1,0,0,0,1,0,1,1,0
26,0,4,0,0,1,-1,2,1,1,0,0,1,4,3,1,1,11,1,1,0,1,0,0,0,0,1,0
37,0,3,0,0,0,-1,0,1,0,0,0,0,3,1,0,0,875,0,0,0,1,0,0,1,1,1,0
63,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,875,0,0,0,1,0,0,0,0,0,1
39,0,5,0,0,0,-1,2,1,1,0,0,0,5,2,0,1,90,1,1,0,1,0,0,0,0,1,0
55,0,1,0,0,1,-1,1,1,1,0,0,1,1,1,1,0,486,1,1,0,1,0,1,1,0,0,1
29,0,2,0,0,2,-24,23,24,0,0,0,0,2,3,2,0,875,0,0,0,1,0,1,1,0,1,0
28,0,4,0,1,4,0,0,0,0,0,1,0,4,3,4,0,875,0,0,0,1,0,0,0,0,1,0
